INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
5415477,3,weekend,Clear,Dark,Dry,7.0,0.9,Intersection,No Control,Major Arterial,60,317.0,50.0,Parks,805,599,503,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Minor
5393096,16,weekday,Clear,Daylight,Dry,21.7,0.75,Midblock,No Control,Local,50,238.0,5.0,Residential,464,187,170,Under 15,Normal,Other,automobile,speeding,Major
4406806,21,weekend,Clear,Dark,Dry,0.9,0.67,Intersection,No Control,Major Arterial,60,429.0,31.0,Residential,452,197,186,Unknown,Unknown,Unknown,automobile,speeding,Major
5346442,12,weekday,Clear,Daylight,Dry,8.2,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,645.0,153.0,Parks,3194,2249,2026,45 to 64,Normal,Other,automobile,speeding,Major
5299934,2,weekday,Clear,Dark,Dry,2.3,0.6,Midblock,No Control,Major Arterial,60,223.0,223.0,Regeneration,3025,2349,1967,45 to 64,Impaired - Alcohol (BAC = Normal),Other,automobile,speeding,Major
5807227,9,weekday,Other,Daylight,Other,-4.9,0.57,Intersection,Pedestrian Crossover,Minor Arterial,60,225.0,33.0,Residential,602,259,246,Over 65,Normal,Crossing with ROW,transit vehicle,aggressive driving,Fatal
5415478,3,weekend,Clear,Dark,Dry,7.0,0.9,Intersection,No Control,Major Arterial,60,317.0,50.0,Parks,805,599,503,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Major
5370894,20,weekday,Clear,Dusk,Dry,22.4,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,352.0,34.0,Residential,663,370,338,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
5307141,18,weekend,Rain,Dark,Wet,2.7,0.93,Intersection,No Control,Major Arterial,60,562.0,14.0,Parks,709,193,192,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
5346856,6,weekday,Clear,Dark,Dry,6.8,0.88,Intersection,Traffic Signal including Transit,Major Arterial,60,394.0,21.0,Residential,487,220,197,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5421299,22,weekday,Clear,Dark,Dry,11.2,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,543.0,5.0,Residential,436,149,146,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5793443,13,weekday,Clear,Daylight,Dry,6.1,0.52,Intersection,No Control,Major Arterial,60,727.0,7.0,Unknown,455,156,151,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
5355427,16,weekday,Clear,Daylight,Dry,6.5,0.65,Midblock,No Control,Major Arterial,60,911.0,19.0,Residential,590,256,230,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
5300491,2,weekend,Clear,Dark,Dry,3.7,0.59,Intersection,Traffic Signal including Transit,Major Arterial,60,573.0,58.0,Residential,633,302,274,15 to 29,Normal,Crossing without ROW,automobile,speeding,Major
5347400,22,weekday,Clear,Dark,Dry,8.9,0.57,Midblock,No Control,Major Arterial,60,424.0,6.0,Parks,455,215,190,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
5300761,3,weekend,Clear,Dark,Dry,3.4,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,354.0,392.0,Mixed Use,334,216,197,15 to 29,Normal,Other,cyclist,speeding,Major
5861897,17,weekend,Clear,Daylight,Dry,5.3,0.61,Midblock,No Control,Major Arterial,60,542.0,831.0,Mixed Use,2382,1663,1312,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Major
5378237,9,weekday,Clear,Daylight,Dry,15.9,0.68,Intersection,Other Traffic Control,Major Arterial,60,392.0,31.0,Residential,918,482,438,30 to 44,Normal,Other,automobile,aggressive driving,Major
5307145,19,weekend,Clear,Dark,Wet,2.9,0.94,Midblock,No Control,Local,50,171.0,30.0,Residential,610,206,204,Over 65,Distracted,Other,automobile,speeding,Fatal
5307417,17,weekday,Clear,Dark,Wet,12.2,0.94,Intersection,Traffic Signal including Transit,Major Arterial,60,545.0,11.0,Residential,633,231,221,Over 65,Normal,Crossing with ROW,automobile,speeding,Fatal
5310071,17,weekday,Clear,Dark,Wet,12.2,0.94,Intersection,Other Traffic Control,Local,50,250.0,3.0,Residential,551,188,180,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Major
5347974,2,weekend,Rain,Dark,Wet,3.1,0.87,Intersection,Traffic Signal including Transit,Major Arterial,60,369.0,129.0,Residential,572,287,251,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Fatal
5419807,11,weekday,Other,Daylight,Dry,13.2,0.61,Intersection,Traffic Signal including Transit,Major Arterial,60,989.0,108.0,Natural areas,531,191,183,30 to 44,Normal,Crossing with ROW,truck,aggressive driving,Major
5807575,20,weekday,Clear,Dark,Dry,14.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,631.0,210.0,Mixed Use,2382,1663,1312,15 to 29,Normal,Other,automobile,aggressive driving,Minimal
5866177,12,weekday,Clear,Daylight,Dry,13.8,0.68,Intersection,Traffic Signal including Transit,Major Arterial,60,554.0,25.0,Parks,3674,1247,1216,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
5393698,18,weekday,Clear,Daylight,Wet,21.1,0.72,Intersection,No Control,Major Arterial,60,789.0,40.0,Mixed Use,904,438,399,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
5219808,23,weekday,Clear,Dark,Dry,-1.9,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,676.0,36.0,Mixed Use,1177,630,564,15 to 29,Normal,Crossing without ROW,automobile,speeding,Major
5807576,20,weekday,Clear,Dark,Dry,14.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,631.0,210.0,Mixed Use,2382,1663,1312,30 to 44,Normal,Other,automobile,aggressive driving,Major
5348047,15,weekend,Clear,Daylight,Dry,7.7,0.49,Intersection,Other Traffic Control,Minor Arterial,60,147.0,36.0,Residential,363,152,140,30 to 44,Medical or Physical Disability,Other,automobile,aggressive driving,Major
5310050,18,weekday,Rain,Dark,Wet,11.5,0.94,Intersection,Traffic Signal including Transit,Collector,50,194.0,33.0,Parks,1768,821,745,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Major
5428067,19,weekday,Clear,Dark,Dry,10.5,0.67,Intersection,Traffic Signal including Transit,Major Arterial,60,465.0,10.0,Residential,399,132,127,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
5370283,23,weekday,Rain,Dark,Wet,20.0,0.98,Midblock,No Control,Major Arterial,60,721.0,41.0,Parks,1462,574,549,15 to 29,Impaired - Drugs,Crossing without ROW,automobile,speeding,Major
5371156,0,weekend,Rain,Dark,Wet,20.0,0.99,Midblock,No Control,Minor Arterial,60,256.0,3.0,Commercial,619,363,309,15 to 29,Unknown,Crossing with ROW and no control,automobile,aggressive driving,Fatal
5045974,18,weekday,Clear,Dusk,Dry,14.1,0.79,Midblock,No Control,Minor Arterial,60,276.0,24.0,Parks,426,173,160,15 to 29,Distracted,Crossing with ROW and no control,automobile,speeding,Major
5371157,0,weekend,Rain,Dark,Wet,20.0,0.99,Midblock,No Control,Minor Arterial,60,256.0,3.0,Commercial,619,363,309,15 to 29,Unknown,Crossing with ROW and no control,automobile,aggressive driving,Fatal
5807577,20,weekday,Clear,Dark,Dry,14.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,631.0,210.0,Mixed Use,2382,1663,1312,15 to 29,Normal,Other,automobile,aggressive driving,Major
5308163,8,weekday,Clear,Daylight,Wet,5.1,0.98,Intersection,Other Traffic Control,Local,50,13.0,8.0,Residential,434,149,137,Over 65,Distracted,Crossing with ROW,automobile,aggressive driving,Major
5394193,21,weekend,Clear,Dark,Dry,24.8,0.69,Midblock,No Control,Major Arterial,60,635.0,72.0,Mixed Use,2898,1200,1166,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,speeding,Fatal
5404216,12,weekday,Clear,Daylight,Dry,19.0,0.59,Intersection,Traffic Signal including Transit,Major Arterial,60,466.0,40.0,Parks,1770,1340,1070,Over 65,Unknown,Crossing with ROW,truck,aggressive driving,Major
5397016,21,weekend,Clear,Dark,Dry,24.5,0.73,Intersection,Traffic Signal including Transit,Major Arterial,60,342.0,112.0,Parks,1049,746,623,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Major
5397763,11,weekday,Clear,Daylight,Dry,20.3,0.48,Midblock,No Control,Collector,50,23.0,6.0,Residential,475,185,179,Over 65,Unknown,Other,automobile,speeding,Fatal
5406154,13,weekday,Clear,Daylight,Dry,22.0,0.51,Intersection,Other Traffic Control,Major Arterial,60,541.0,8.0,Residential,477,170,165,30 to 44,Unknown,Crossing without ROW,motorcycle,speeding,None
5310786,9,weekday,Clear,Daylight,Dry,6.5,0.98,Intersection,Traffic Signal including Transit,Major Arterial,60,584.0,11.0,Residential,795,263,255,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
5420532,17,weekday,Clear,Daylight,Dry,10.5,0.52,Intersection,Pedestrian Crossover,Minor Arterial,60,183.0,9.0,Residential,447,199,192,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
5219335,8,weekday,Clear,Daylight,Other,-3.1,0.44,Midblock,No Control,Major Arterial,60,830.0,77.0,Residential,1400,597,563,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
5862103,21,weekday,Clear,Dark,Dry,14.0,0.64,Intersection,No Control,Major Arterial,60,472.0,17.0,Natural areas,1085,607,568,15 to 29,Normal,Other,automobile,speeding,Major
5398249,20,weekday,Clear,Dark,Dry,17.2,0.89,Intersection,Traffic Signal including Transit,Major Arterial,60,633.0,31.0,Residential,418,344,328,Over 65,Distracted,Crossing without ROW,automobile,aggressive driving,Major
5250037,16,weekday,Clear,Daylight,Dry,17.4,0.71,Intersection,Traffic Signal including Transit,Major Arterial,60,805.0,28.0,Residential,371,135,130,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
5420533,19,weekday,Clear,Dark,Dry,9.7,0.54,Intersection,No Control,Major Arterial,60,670.0,22.0,Parks,695,347,332,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
5310863,18,weekday,Clear,Dark,Dry,3.5,0.73,Intersection,Other Traffic Control,Collector,50,83.0,7.0,Parks,788,229,217,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
5219606,21,weekend,Clear,Dark,Dry,4.1,0.6,Midblock,No Control,Major Arterial,60,541.0,14.0,Commercial,823,215,200,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
5040685,12,weekday,Rain,Daylight,Wet,11.9,0.95,Midblock,No Control,Major Arterial,60,426.0,6.0,Mixed Use,844,308,276,45 to 64,Unknown,Other,truck,speeding,Fatal
5413938,9,weekday,Clear,Daylight,Dry,23.7,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,323.0,44.0,Residential,424,176,162,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,None
5413939,9,weekday,Clear,Daylight,Dry,23.7,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,323.0,44.0,Residential,424,176,162,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
5792281,21,weekday,Rain,Dark,Wet,7.4,0.97,Intersection,Traffic Signal including Transit,Minor Arterial,60,495.0,278.0,Regeneration,2513,1947,1628,15 to 29,Distracted,Crossing with ROW,truck,aggressive driving,Fatal
5420713,9,weekend,Clear,Daylight,Other,8.9,0.59,Intersection,Traffic Signal including Transit,Major Arterial,60,635.0,8.0,Residential,886,417,378,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5309026,6,weekday,Snow,Dusk,Ice/Slush,0.1,0.94,Midblock,No Control,Minor Arterial,60,489.0,87.0,Mixed Use,1442,761,723,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
5420917,2,weekend,Clear,Dark,Dry,4.3,0.83,Intersection,No Control,Major Arterial,60,485.0,21.0,Residential,677,236,226,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,cyclist,speeding,Major
5370473,18,weekend,Clear,Daylight,Dry,24.5,0.59,Intersection,No Control,Major Arterial,60,547.0,9.0,Residential,610,206,180,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
5371617,13,weekday,Clear,Daylight,Dry,23.5,0.59,Midblock,No Control,Major Arterial,60,614.0,24.0,Residential,989,443,429,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
5371618,13,weekday,Clear,Daylight,Dry,23.5,0.59,Midblock,No Control,Major Arterial,60,614.0,24.0,Residential,989,443,429,Under 15,Distracted,Crossing with ROW and no control,automobile,speeding,Major
5379921,15,weekday,Clear,Daylight,Dry,18.1,0.61,Midblock,No Control,Major Arterial,60,646.0,16.0,Natural areas,1648,763,727,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
5371850,9,weekday,Clear,Daylight,Dry,14.5,0.73,Intersection,Pedestrian Crossover,Minor Arterial,60,293.0,18.0,Residential,479,191,180,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
5399552,10,weekday,Clear,Daylight,Dry,26.0,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,680.0,32.0,Residential,498,176,171,Over 65,Normal,Other,automobile,aggressive driving,Major
5221830,23,weekday,Clear,Dark,Dry,6.6,0.73,Midblock,No Control,Major Arterial,60,566.0,44.0,Residential,1732,627,591,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,automobile,aggressive driving,Major
5400540,19,weekday,Clear,Daylight,Dry,27.7,0.6,Midblock,No Control,Major Arterial,60,266.0,1.0,Residential,546,211,203,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
5248956,15,weekday,Clear,Daylight,Dry,18.1,0.62,Intersection,Traffic Signal including Transit,Major Arterial,60,399.0,52.0,Residential,306,129,113,30 to 44,Unknown,Crossing without ROW,automobile,speeding,Major
5403464,10,weekday,Clear,Daylight,Dry,18.8,0.69,Intersection,No Control,Major Arterial,60,465.0,4.0,Residential,823,307,295,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
5860625,20,weekday,Clear,Dark,Dry,11.4,0.97,Midblock,No Control,Major Arterial,60,396.0,18.0,Mixed Use,909,293,282,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,transit vehicle,speeding,Major
5041268,7,weekday,Rain,Dark,Wet,4.1,0.93,Intersection,No Control,Minor Arterial,60,206.0,4.0,Parks,1097,294,284,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Fatal
5041301,17,weekday,Rain,Daylight,Wet,7.4,0.97,Intersection,No Control,Major Arterial,60,568.0,2.0,Commercial,844,308,276,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
5041367,20,weekday,Rain,Dark,Wet,8.5,1.0,Intersection,Traffic Signal including Transit,Major Arterial,60,573.0,376.0,Institutional,1373,1033,842,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
5049222,8,weekday,Clear,Daylight,Dry,11.4,0.83,Intersection,No Control,Major Arterial,60,1217.0,89.0,Mixed Use,1476,625,597,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
5860657,7,weekday,Rain,Dawn,Wet,11.1,0.95,Intersection,No Control,Collector,50,313.0,33.0,Parks,760,370,334,Under 15,Distracted,Crossing with ROW and no control,transit vehicle,speeding,None
5860658,7,weekday,Rain,Dawn,Wet,11.1,0.95,Intersection,No Control,Collector,50,313.0,33.0,Parks,760,370,334,30 to 44,Distracted,Crossing with ROW and no control,transit vehicle,speeding,None
5860659,7,weekday,Rain,Dawn,Wet,11.1,0.95,Intersection,No Control,Collector,50,313.0,33.0,Parks,760,370,334,Under 15,Distracted,Crossing with ROW and no control,transit vehicle,speeding,Major
5382062,9,weekday,Clear,Daylight,Dry,19.7,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,374.0,115.0,Institutional,617,141,118,15 to 29,Distracted,Crossing without ROW,transit vehicle,speeding,Major
5420911,8,weekend,Clear,Daylight,Dry,6.4,0.71,Intersection,Traffic Signal including Transit,Major Arterial,60,1267.0,3.0,Mixed Use,1197,676,602,45 to 64,Unknown,Other,truck,speeding,Major
5226635,14,weekday,Rain,Daylight,Wet,8.4,0.99,Intersection,Traffic Signal including Transit,Major Arterial,60,492.0,141.0,Residential,3194,2249,2026,Over 65,Distracted,Crossing without ROW,automobile,speeding,Fatal
5224187,2,weekend,Rain,Dark,Wet,4.0,0.84,Intersection,No Control,Major Arterial,60,298.0,181.0,Residential,894,523,475,15 to 29,Impaired - Alcohol (BAC = Normal),Other,automobile,alcohol-related,Fatal
5226632,9,weekday,Clear,Daylight,Dry,6.3,0.6,Intersection,Traffic Signal including Transit,Major Arterial,60,466.0,133.0,Residential,711,415,387,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5234286,20,weekend,Clear,Dark,Dry,3.3,0.47,Intersection,Traffic Signal including Transit,Minor Arterial,60,396.0,24.0,Residential,512,208,196,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
5861928,23,weekday,Clear,Dark,Dry,5.4,0.24,Intersection,Traffic Signal including Transit,Major Arterial,60,1123.0,78.0,Natural areas,897,266,256,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
5228974,10,weekday,Clear,Daylight,Dry,14.1,0.32,Intersection,Other Traffic Control,Minor Arterial,60,225.0,6.0,Parks,925,318,300,Over 65,Normal,Other,automobile,speeding,Fatal
5229859,13,weekday,Rain,Daylight,Wet,5.0,0.97,Intersection,Traffic Signal including Transit,Minor Arterial,60,191.0,80.0,Residential,433,186,173,Over 65,Normal,Crossing with ROW,transit vehicle,aggressive driving,Fatal
5430300,15,weekday,Clear,Daylight,Dry,3.5,0.79,Intersection,No Control,Local,50,495.0,25.0,Residential,734,280,267,45 to 64,Normal,Other,truck,aggressive driving,Major
5430561,14,weekday,Clear,Daylight,Dry,9.0,0.74,Intersection,Traffic Signal including Transit,Major Arterial,60,1111.0,24.0,Mixed Use,447,163,158,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
5423029,19,weekday,Clear,Dark,Dry,7.9,0.84,Intersection,Traffic Signal including Transit,Minor Arterial,60,264.0,12.0,Commercial,1956,1076,1006,Over 65,Distracted,Other,cyclist,speeding,Major
5423383,22,weekday,Rain,Dark,Wet,10.7,0.83,Intersection,Traffic Signal including Transit,Major Arterial,60,900.0,10.0,Other Open Space,1407,382,363,Over 65,Unknown,Crossing without ROW,automobile,speeding,Fatal
5423630,23,weekend,Clear,Dark,Dry,8.8,0.79,Midblock,Other Traffic Control,Collector,50,106.0,5.0,Mixed Use,556,224,199,15 to 29,Unknown,Other,automobile,speeding,Fatal
5792457,17,weekday,Rain,Daylight,Wet,16.3,0.97,Midblock,No Control,Major Arterial,60,600.0,121.0,Residential,360,170,154,Over 65,Normal,Other,truck,speeding,Fatal
5374246,22,weekday,Clear,Dark,Dry,19.1,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,571.0,13.0,Commercial,388,182,149,Over 65,Unknown,Crossing without ROW,automobile,aggressive driving,Fatal
5382894,7,weekday,Clear,Daylight,Dry,18.7,0.83,Intersection,Traffic Signal including Transit,Major Arterial,60,919.0,74.0,Residential,1228,547,481,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
5374979,8,weekday,Clear,Daylight,Dry,22.7,0.82,Midblock,No Control,Major Arterial,60,15.0,4.0,Residential,447,191,177,15 to 29,Normal,Other,automobile,aggressive driving,Minor
5374980,8,weekday,Clear,Daylight,Dry,22.7,0.82,Midblock,No Control,Major Arterial,60,15.0,4.0,Residential,447,191,177,Over 65,Normal,Other,automobile,aggressive driving,Major
5424414,7,weekday,Clear,Daylight,Dry,5.5,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,396.0,12.0,Residential,407,145,138,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
5253912,19,weekday,Rain,Dark,Wet,15.6,0.99,Intersection,Traffic Signal including Transit,Major Arterial,60,369.0,35.0,Residential,777,489,448,Over 65,Normal,Crossing with ROW,automobile,speeding,Major
5265151,10,weekday,Clear,Daylight,Dry,20.3,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,263.0,224.0,Residential,352,177,147,30 to 44,Normal,Other,automobile,speeding,Major
5265279,21,weekend,Clear,Dark,Dry,16.0,0.99,Intersection,No Control,Major Arterial,60,566.0,44.0,Mixed Use,1732,627,591,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
5265332,21,weekend,Clear,Dark,Wet,16.0,0.99,Intersection,Traffic Signal including Transit,Minor Arterial,60,284.0,13.0,Residential,536,234,219,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
5266669,16,weekday,Clear,Daylight,Dry,24.5,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,719.0,16.0,Commercial,479,191,180,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
5253286,14,weekday,Clear,Daylight,Dry,25.1,0.57,Intersection,Other Traffic Control,Major Arterial,60,490.0,122.0,Regeneration,1556,877,828,Over 65,Normal,Crossing with ROW,truck,aggressive driving,Fatal
5266944,19,weekday,Clear,Daylight,Dry,24.7,0.57,Intersection,Other Traffic Control,Major Arterial,60,342.0,100.0,Residential,483,213,189,Over 65,Normal,Crossing with ROW,cyclist,speeding,Major
5268126,18,weekday,Clear,Daylight,Dry,24.9,0.69,Intersection,Other Traffic Control,Local,50,24.0,9.0,Parks,570,294,260,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
5049236,11,weekday,Clear,Daylight,Dry,11.3,0.95,Intersection,Traffic Signal including Transit,Major Arterial,60,520.0,327.0,Residential,425,217,193,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Major
5050973,19,weekday,Clear,Dark,Dry,13.8,0.88,Midblock,No Control,Minor Arterial,60,182.0,10.0,Residential,664,282,264,15 to 29,Normal,Other,automobile,speeding,Major
5866533,17,weekday,Rain,Dark,Wet,9.7,0.77,Intersection,Traffic Signal including Transit,Major Arterial,60,412.0,33.0,Residential,550,210,202,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
5044012,14,weekday,Clear,Daylight,Dry,7.1,0.66,Intersection,Traffic Signal including Transit,Major Arterial,60,415.0,54.0,Residential,1403,459,433,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Fatal
5866124,7,weekend,Clear,Daylight,Dry,7.8,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,688.0,21.0,Residential,894,252,249,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5866125,7,weekend,Clear,Daylight,Dry,7.8,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,688.0,21.0,Residential,894,252,249,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Minor
5866126,7,weekend,Clear,Daylight,Dry,7.8,0.85,Intersection,Traffic Signal including Transit,Major Arterial,60,688.0,21.0,Residential,894,252,249,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Minimal
5808370,10,weekend,Clear,Daylight,Dry,14.1,0.64,Midblock,No Control,Collector,50,69.0,196.0,Mixed Use,3623,2688,2152,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Major
5056082,6,weekday,Clear,Dark,Dry,9.6,0.92,Intersection,No Control,Major Arterial,60,240.0,75.0,Parks,644,291,276,30 to 44,Distracted,Crossing with ROW and no control,motorcycle,speeding,Major
5056222,12,weekday,Clear,Daylight,Dry,15.8,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,271.0,194.0,Mixed Use,1760,1309,1110,30 to 44,Distracted,Crossing without ROW,cyclist,speeding,Major
5425402,18,weekday,Clear,Dark,Dry,2.6,0.57,Intersection,Traffic Signal including Transit,Major Arterial,60,565.0,586.0,Mixed Use,1608,1176,970,15 to 29,Normal,Other,automobile,speeding,Major
5425407,21,weekday,Clear,Dark,Dry,2.8,0.58,Intersection,Traffic Signal including Transit,Major Arterial,60,291.0,2.0,Parks,2647,905,872,Over 65,Unknown,Crossing with ROW,automobile,aggressive driving,Major
5426053,11,weekday,Clear,Daylight,Dry,14.8,0.54,Intersection,Traffic Signal including Transit,Major Arterial,60,538.0,4.0,Residential,624,339,321,Under 15,Normal,Crossing without ROW,automobile,speeding,Minimal
5426054,11,weekday,Clear,Daylight,Dry,14.8,0.54,Intersection,Traffic Signal including Transit,Major Arterial,60,538.0,4.0,Residential,624,339,321,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
5255426,10,weekday,Clear,Daylight,Dry,22.4,0.64,Intersection,No Control,Major Arterial,60,532.0,21.0,Residential,897,472,456,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
5792492,19,weekday,Clear,Daylight,Dry,19.3,0.87,Midblock,No Control,Major Arterial,60,450.0,14.0,Residential,1028,323,310,Over 65,Normal,Other,transit vehicle,aggressive driving,Fatal
5860339,21,weekday,Clear,Dark,Dry,20.3,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,726.0,21.0,Residential,483,171,157,45 to 64,Normal,Other,automobile,aggressive driving,Major
5260420,3,weekend,Clear,Dark,Dry,14.8,0.81,Midblock,No Control,Major Arterial,60,771.0,217.0,Parks,514,225,197,45 to 64,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
5259760,19,weekday,Clear,Daylight,Dry,22.6,0.76,Intersection,No Control,Major Arterial,60,670.0,22.0,Parks,695,347,332,15 to 29,Distracted,Crossing with ROW,automobile,aggressive driving,Major
5426536,11,weekend,Clear,Daylight,Dry,7.4,0.56,Intersection,No Control,Minor Arterial,60,198.0,80.0,Residential,668,279,261,45 to 64,Normal,Other,automobile,speeding,Major
5438209,13,weekday,Clear,Daylight,Dry,17.2,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,887.0,41.0,Residential,457,146,138,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
5439334,22,weekend,Clear,Dark,Dry,5.0,0.75,Intersection,Traffic Signal including Transit,Major Arterial,60,410.0,279.0,Regeneration,5092,4039,3506,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
6660275,13,weekday,Clear,Daylight,Dry,21.1,0.97,Intersection,No Control,Major Arterial,60,27.0,8.0,Residential,494,247,228,Over 65,Distracted,Other,automobile,speeding,Major
6666066,23,weekday,Clear,Dark,Dry,21.8,0.83,Midblock,No Control,Major Arterial,60,256.0,150.0,Parks,1648,1274,980,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing with ROW and no control,transit vehicle,speeding,Major
6670082,21,weekday,Clear,Dark,Dry,20.6,0.9,Intersection,No Control,Major Arterial,60,404.0,18.0,Residential,433,199,181,45 to 64,Normal,Crossing with ROW and no control,automobile,aggressive driving,Major
6685783,15,weekday,Clear,Daylight,Dry,25.1,0.36,Intersection,No Control,Collector,50,194.0,5.0,Residential,1837,932,871,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
6804925,18,weekend,Clear,Daylight,Dry,24.5,0.67,Intersection,No Control,Local,50,581.0,46.0,Residential,948,335,318,Over 65,Unknown,Other,automobile,speeding,Fatal
6666209,6,weekday,Clear,Daylight,Dry,18.6,0.85,Intersection,No Control,Major Arterial,60,520.0,327.0,Mixed Use,581,304,275,30 to 44,Other,Crossing without ROW,automobile,speeding,Major
