INDEX_,HOUR,DAYOFWEEK,VISIBILITY,LIGHT,RDSFCOND,TEMP,REL_HUMID,LOCCOORD,TRAFFCTL,ROADCLASS,SPEEDLMT,VEH_ADT,PED_ADT,LAND_USE,POP_2021,PRIV_DWELL,LAND_AREA,INVAGE,PEDCOND,PEDACT,VEHINV,VIOL,INJURY
3471957,15,weekend,Clear,Daylight,Dry,20.3,0.87,Midblock,No Control,Local,50,276.0,21.0,Residential,465,180,170,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
3472018,20,weekend,Rain,Dark,Wet,20.7,0.94,Midblock,No Control,Major Arterial,60,361.0,13.0,Residential,562,251,229,Over 65,Unknown,Crossing with ROW and no control,automobile,speeding,Major
3463839,9,weekday,Clear,Daylight,Dry,19.8,0.83,Midblock,No Control,Major Arterial,60,460.0,33.0,Residential,1437,708,686,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
3475123,17,weekday,Clear,Daylight,Dry,21.6,0.76,Intersection,Traffic Signal including Transit,Major Arterial,60,925.0,19.0,Parks,567,197,189,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Major
3477187,7,weekday,Clear,Daylight,Dry,13.3,0.7,Intersection,Traffic Signal including Transit,Major Arterial,60,630.0,25.0,Mixed Use,1385,810,729,Over 65,Normal,Crossing without ROW,automobile,speeding,Major
3481364,12,weekday,Clear,Daylight,Dry,18.9,0.73,Midblock,No Control,Collector,50,187.0,4.0,Parks,948,239,224,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
3481365,12,weekday,Clear,Daylight,Dry,18.9,0.73,Midblock,No Control,Collector,50,187.0,4.0,Parks,948,239,224,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
3481993,22,weekday,Clear,Dark,Dry,18.1,0.87,Midblock,No Control,Minor Arterial,60,263.0,56.0,Residential,555,241,226,15 to 29,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
3603602,10,weekday,Clear,Daylight,Dry,22.6,0.83,Intersection,Traffic Signal including Transit,Major Arterial,60,524.0,68.0,Institutional,1232,502,489,Over 65,Normal,Crossing without ROW,transit vehicle,speeding,Major
3533125,0,weekend,Rain,Dark,Wet,18.1,0.96,Intersection,No Control,Major Arterial,60,422.0,48.0,Residential,357,158,146,45 to 64,Unknown,Crossing with ROW and no control,automobile,speeding,Major
3603646,22,weekday,Rain,Dark,Wet,15.6,0.97,Midblock,No Control,Local,50,728.0,6.0,Unknown,457,279,265,15 to 29,Unknown,Other,automobile,speeding,Major
3534129,22,weekday,Rain,Dusk,Wet,15.6,0.97,Intersection,Traffic Signal including Transit,Major Arterial,60,497.0,238.0,Parks,825,513,452,30 to 44,Unknown,Crossing with ROW,automobile,aggressive driving,Major
3484581,21,weekday,Clear,Dark,Dry,18.6,0.9,Intersection,No Control,Major Arterial,60,458.0,8.0,Residential,456,171,167,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Major
3485820,0,weekend,Clear,Dark,Dry,17.6,0.98,Midblock,No Control,Major Arterial,60,494.0,122.0,Mixed Use,1410,834,776,45 to 64,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
3486970,13,weekday,Clear,Daylight,Dry,13.8,0.67,Midblock,No Control,Minor Arterial,60,341.0,25.0,Residential,372,173,154,45 to 64,Normal,Other,automobile,speeding,Major
3533200,14,weekday,Clear,Daylight,Dry,17.7,0.47,Intersection,Traffic Signal including Transit,Major Arterial,60,698.0,18.0,Residential,965,346,342,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Major
3488427,15,weekday,Clear,Daylight,Dry,16.8,0.48,Midblock,No Control,Local,50,306.0,2.0,Residential,527,208,201,Over 65,Normal,Other,automobile,speeding,Major
3495101,8,weekday,Clear,Daylight,Dry,11.7,0.8,Intersection,Traffic Signal including Transit,Major Arterial,60,849.0,39.0,Unknown,1740,833,789,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
3477613,12,weekday,Clear,Daylight,Dry,15.4,0.63,Intersection,Traffic Signal including Transit,Minor Arterial,60,264.0,12.0,Commercial,1956,1076,1006,Over 65,Normal,Crossing with ROW,truck,aggressive driving,Major
3489369,14,weekday,Clear,Daylight,Dry,18.1,0.57,Intersection,No Control,Major Arterial,60,329.0,73.0,Residential,405,169,156,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
3479046,8,weekday,Clear,Daylight,Dry,12.8,0.89,Midblock,No Control,Major Arterial,60,903.0,50.0,Residential,481,174,170,Under 15,Distracted,Crossing without ROW,automobile,speeding,Major
3489617,14,weekday,Clear,Daylight,Dry,12.8,0.75,Midblock,No Control,Major Arterial,60,731.0,91.0,Residential,509,171,145,30 to 44,Unknown,Other,automobile,speeding,Minimal
3526247,5,weekend,Clear,Dark,Dry,10.0,0.9,Midblock,No Control,Minor Arterial,60,386.0,179.0,Residential,358,180,158,30 to 44,Normal,Other,automobile,alcohol-related,Major
4127806,15,weekday,Snow,Daylight,Snow,-3.3,0.62,Midblock,No Control,Major Arterial,60,389.0,142.0,Mixed Use,734,505,445,45 to 64,Normal,Crossing without ROW,transit vehicle,speeding,Major
4128811,7,weekday,Clear,Dark,Dry,-0.1,0.77,Intersection,Other Traffic Control,Major Arterial,60,329.0,1.0,Commercial,450,156,150,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4125854,13,weekday,Clear,Daylight,Dry,0.9,0.68,Intersection,Traffic Signal including Transit,Major Arterial,60,425.0,162.0,Mixed Use,383,262,208,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4132275,8,weekday,Clear,Daylight,Wet,-2.6,0.85,Intersection,No Control,Minor Arterial,60,248.0,33.0,Mixed Use,293,130,125,30 to 44,Normal,Other,automobile,aggressive driving,Major
4144100,11,weekday,Clear,Daylight,Dry,-12.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,727.0,77.0,Residential,566,249,223,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Minor
4144101,11,weekday,Clear,Daylight,Dry,-12.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,727.0,77.0,Residential,566,249,223,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4135713,14,weekday,Clear,Daylight,Dry,-5.1,0.62,Midblock,No Control,Minor Arterial,60,446.0,34.0,Parks,4044,1154,1127,45 to 64,Normal,Other,truck,speeding,Major
4136590,18,weekday,Snow,Dark,Wet,-6.2,0.74,Intersection,Traffic Signal including Transit,Minor Arterial,60,432.0,41.0,Natural areas,1571,427,411,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4405472,11,weekend,Clear,Daylight,Dry,-8.4,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,659.0,168.0,Residential,727,355,337,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
4144902,15,weekday,Clear,Daylight,Dry,-9.5,0.5,Intersection,Traffic Signal including Transit,Major Arterial,60,422.0,17.0,Residential,998,278,265,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4144333,7,weekday,Clear,Daylight,Dry,-12.5,0.74,Midblock,No Control,Major Arterial,60,879.0,134.0,Residential,1837,932,871,45 to 64,Normal,Crossing with ROW,transit vehicle,aggressive driving,Major
4131045,15,weekday,Clear,Daylight,Dry,-7.4,0.6,Midblock,No Control,Collector,50,129.0,12.0,Parks,335,115,115,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
4144471,10,weekday,Clear,Daylight,Dry,-6.2,0.59,Intersection,No Control,Major Arterial,60,339.0,27.0,Residential,452,205,183,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Major
4181082,0,weekend,Clear,Dark,Dry,-6.3,0.72,Intersection,Traffic Signal including Transit,Minor Arterial,60,204.0,25.0,Residential,375,215,180,Under 15,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
4405461,2,weekend,Clear,Dark,Dry,-8.7,0.68,Midblock,No Control,Major Arterial,60,582.0,4.0,Mixed Use,3922,2170,2053,15 to 29,Unknown,Crossing with ROW,automobile,speeding,Fatal
4133908,7,weekday,Snow,Dark,Snow,-14.1,0.86,Midblock,No Control,Minor Arterial,60,580.0,10.0,Unknown,844,265,260,30 to 44,Distracted,Crossing with ROW,automobile,speeding,Fatal
4146976,15,weekday,Clear,Daylight,Dry,-9.9,0.51,Intersection,Traffic Signal including Transit,Major Arterial,60,381.0,40.0,Other Open Space,3413,1358,1328,45 to 64,Normal,Crossing with ROW,automobile,speeding,Major
4136608,13,weekday,Clear,Daylight,Wet,-6.0,0.66,Intersection,No Control,Major Arterial,60,488.0,752.0,Unknown,374,203,175,45 to 64,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
4148717,8,weekday,Clear,Daylight,Dry,-11.2,0.65,Intersection,Traffic Signal including Transit,Major Arterial,60,865.0,28.0,Natural areas,257,115,97,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4149851,16,weekend,Clear,Daylight,Dry,-2.8,0.56,Intersection,Pedestrian Crossover,Major Arterial,60,383.0,4.0,Residential,410,146,139,15 to 29,Normal,Crossing with ROW,automobile,aggressive driving,Major
4138847,12,weekend,Clear,Daylight,Dry,-2.1,0.83,Intersection,No Control,Major Arterial,60,397.0,17.0,Parks,369,156,146,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4405523,1,weekend,Clear,Dark,Ice/Slush,1.4,0.71,Midblock,No Control,Minor Arterial,60,265.0,89.0,Parks,283,149,124,45 to 64,Normal,Other,automobile,speeding,Major
4141878,8,weekday,Clear,Daylight,Dry,-2.8,0.59,Intersection,Traffic Signal including Transit,Major Arterial,60,615.0,40.0,Parks,1045,356,347,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Major
4143209,13,weekday,Clear,Daylight,Dry,-5.5,0.52,Intersection,Traffic Signal including Transit,Major Arterial,60,239.0,21.0,Residential,2407,866,822,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Minor
4143210,13,weekday,Clear,Daylight,Dry,-5.5,0.52,Intersection,Traffic Signal including Transit,Major Arterial,60,239.0,21.0,Residential,2407,866,822,Under 15,Normal,Crossing with ROW,automobile,aggressive driving,Major
4143217,19,weekday,Clear,Dark,Dry,-6.4,0.67,Intersection,Traffic Signal including Transit,Major Arterial,60,524.0,46.0,Residential,887,459,416,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
4154026,9,weekday,Clear,Daylight,Dry,-2.7,0.68,Intersection,Traffic Signal including Transit,Major Arterial,60,503.0,206.0,Parks,877,612,553,30 to 44,Normal,Crossing without ROW,automobile,speeding,Major
4144071,17,weekday,Clear,Dusk,Dry,-0.5,0.72,Intersection,Traffic Signal including Transit,Major Arterial,60,489.0,20.0,Residential,430,192,182,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Fatal
4155029,13,weekend,Clear,Daylight,Dry,5.7,0.5,Intersection,Other Traffic Control,Minor Arterial,60,377.0,12.0,Residential,394,186,168,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4147012,6,weekday,Clear,Dark,Dry,-3.7,0.55,Midblock,No Control,Local,50,300.0,8.0,Residential,471,173,164,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
4157885,12,weekday,Clear,Daylight,Dry,0.5,0.91,Intersection,No Control,Minor Arterial,60,288.0,25.0,Residential,390,201,185,45 to 64,Distracted,Crossing with ROW,automobile,aggressive driving,Major
4157890,14,weekday,Clear,Daylight,Wet,1.0,0.9,Intersection,Traffic Signal including Transit,Major Arterial,60,563.0,184.0,Mixed Use,1291,1042,779,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4158870,18,weekday,Clear,Daylight,Dry,9.1,0.67,Intersection,Traffic Signal including Transit,Major Arterial,60,865.0,49.0,Residential,454,212,195,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
4158596,19,weekday,Clear,Dusk,Dry,7.7,0.71,Intersection,Other Traffic Control,Major Arterial,60,743.0,139.0,Unknown,3413,1828,1722,45 to 64,Normal,Crossing with ROW,automobile,aggressive driving,Major
4159140,9,weekend,Rain,Daylight,Wet,5.5,0.63,Intersection,Traffic Signal including Transit,Major Arterial,60,453.0,10.0,Residential,514,191,177,45 to 64,Normal,Crossing without ROW,automobile,speeding,Minimal
4159141,9,weekend,Rain,Daylight,Wet,5.5,0.63,Intersection,Traffic Signal including Transit,Major Arterial,60,453.0,10.0,Residential,514,191,177,45 to 64,Normal,Crossing without ROW,automobile,speeding,Major
4151999,8,weekday,Clear,Daylight,Dry,4.6,0.58,Intersection,Other Traffic Control,Local,50,120.0,7.0,Parks,804,294,283,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4153261,21,weekday,Clear,Dark,Dry,7.8,0.57,Intersection,No Control,Major Arterial,60,320.0,66.0,Parks,540,286,260,Over 65,Normal,Crossing with ROW and no control,automobile,aggressive driving,Fatal
4189942,17,weekday,Clear,Daylight,Dry,31.5,0.52,Intersection,Traffic Signal including Transit,Major Arterial,60,1217.0,89.0,Unknown,1323,500,487,15 to 29,Unknown,Crossing without ROW,automobile,speeding,Minor
4189943,17,weekday,Clear,Daylight,Dry,31.5,0.52,Intersection,Traffic Signal including Transit,Major Arterial,60,1217.0,89.0,Unknown,1323,500,487,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Minor
4197859,19,weekday,Clear,Daylight,Dry,19.9,0.51,Midblock,No Control,Major Arterial,60,756.0,232.0,Parks,297,262,259,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
4200236,20,weekday,Clear,Daylight,Wet,17.5,0.95,Midblock,No Control,Major Arterial,60,402.0,2.0,Residential,751,360,331,30 to 44,Impaired - Alcohol (BAC = Normal),Crossing without ROW,automobile,speeding,Major
4208532,3,weekend,Clear,Dark,Dry,18.1,0.74,Intersection,No Control,Major Arterial,60,320.0,147.0,Residential,805,599,503,45 to 64,Unknown,Crossing with ROW and no control,automobile,speeding,Major
4405786,20,weekday,Clear,Daylight,Dry,19.4,0.54,Midblock,No Control,Minor Arterial,60,119.0,4.0,Parks,426,150,145,Under 15,Normal,Other,automobile,alcohol-related,Major
4405787,20,weekday,Clear,Daylight,Dry,19.4,0.54,Midblock,No Control,Minor Arterial,60,119.0,4.0,Parks,426,150,145,30 to 44,Normal,Other,automobile,alcohol-related,Fatal
4235488,19,weekday,Clear,Daylight,Dry,24.0,0.41,Intersection,Traffic Signal including Transit,Major Arterial,60,865.0,28.0,Natural areas,257,115,97,30 to 44,Normal,Crossing with ROW,automobile,aggressive driving,Major
4193008,21,weekday,Clear,Dark,Dry,16.5,0.94,Midblock,No Control,Major Arterial,60,375.0,79.0,Regeneration,4877,3930,3383,45 to 64,Distracted,Crossing without ROW,automobile,speeding,Major
4192800,9,weekend,Clear,Daylight,Dry,18.1,0.71,Midblock,No Control,Collector,50,94.0,4.0,Residential,1918,772,760,Under 15,Unknown,Crossing with ROW,automobile,speeding,Major
4209727,8,weekday,Clear,Daylight,Dry,21.8,0.78,Intersection,No Control,Major Arterial,60,244.0,41.0,Residential,980,591,562,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Major
4405838,16,weekday,Clear,Daylight,Dry,25.3,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,962.0,35.0,Residential,998,413,398,30 to 44,Normal,Other,automobile,speeding,Minor
4405839,16,weekday,Clear,Daylight,Dry,25.3,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,962.0,35.0,Residential,998,413,398,Unknown,Normal,Other,automobile,speeding,Minor
4405840,16,weekday,Clear,Daylight,Dry,25.3,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,962.0,35.0,Residential,998,413,398,30 to 44,Normal,Other,automobile,speeding,Fatal
4273811,16,weekday,Clear,Daylight,Dry,22.8,0.5,Midblock,No Control,Major Arterial,60,767.0,29.0,Parks,844,363,358,Under 15,Distracted,Crossing with ROW and no control,automobile,speeding,Minimal
4273812,16,weekday,Clear,Daylight,Dry,22.8,0.5,Midblock,No Control,Major Arterial,60,767.0,29.0,Parks,844,363,358,15 to 29,Distracted,Crossing without ROW,automobile,speeding,Major
4206189,17,weekend,Clear,Daylight,Dry,23.1,0.47,Midblock,No Control,Local,50,20.0,9.0,Residential,797,224,205,30 to 44,Normal,Crossing with ROW and no control,automobile,speeding,Major
4197027,9,weekday,Clear,Daylight,Dry,20.4,0.84,Midblock,No Control,Major Arterial,60,341.0,1032.0,Mixed Use,867,580,492,Over 65,Distracted,Crossing with ROW and no control,automobile,speeding,Major
4210463,12,weekend,Clear,Daylight,Dry,27.3,0.69,Intersection,Traffic Signal including Transit,Major Arterial,60,1103.0,18.0,Parks,835,256,242,30 to 44,Distracted,Crossing without ROW,automobile,speeding,Major
4211228,23,weekday,Clear,Dark,Dry,23.5,0.56,Intersection,Traffic Signal including Transit,Major Arterial,60,858.0,39.0,Residential,610,173,159,45 to 64,Unknown,Crossing without ROW,automobile,speeding,Major
4209597,10,weekend,Clear,Daylight,Dry,23.1,0.7,Midblock,No Control,Major Arterial,60,618.0,12.0,Residential,598,200,186,Over 65,Normal,Crossing with ROW and no control,automobile,speeding,Fatal
4202953,11,weekday,Clear,Daylight,Dry,24.1,0.78,Intersection,Traffic Signal including Transit,Major Arterial,60,644.0,26.0,Mixed Use,2043,1202,1018,Over 65,Normal,Crossing with ROW,automobile,aggressive driving,Major
4203681,8,weekday,Clear,Daylight,Dry,21.3,0.79,Intersection,Traffic Signal including Transit,Minor Arterial,60,275.0,123.0,Parks,2650,1935,1676,45 to 64,Normal,Crossing with ROW,cyclist,speeding,Major
4292911,2,weekday,Clear,Dark,Dry,19.5,0.68,Midblock,No Control,Minor Arterial,60,196.0,16.0,Residential,582,244,234,15 to 29,Normal,Other,automobile,aggressive driving,Major
4219992,15,weekday,Clear,Daylight,Dry,29.3,0.38,Midblock,No Control,Major Arterial,60,1464.0,104.0,Natural areas,1167,409,377,30 to 44,Distracted,Crossing with ROW and no control,automobile,speeding,Major
4206773,13,weekend,Clear,Daylight,Dry,21.4,0.35,Midblock,No Control,Local,50,376.0,8.0,Parks,579,204,189,45 to 64,Normal,Other,cyclist,speeding,Major
4206775,13,weekend,Clear,Daylight,Dry,21.4,0.35,Intersection,No Control,Major Arterial,60,376.0,8.0,Parks,455,215,190,45 to 64,Unknown,Other,automobile,speeding,Major
4206778,13,weekend,Clear,Daylight,Dry,21.4,0.35,Midblock,No Control,Collector,50,257.0,46.0,Mixed Use,1571,965,837,15 to 29,Normal,Crossing with ROW and no control,automobile,speeding,Major
4206848,11,weekend,Clear,Daylight,Dry,20.1,0.49,Midblock,No Control,Major Arterial,60,365.0,6.0,Parks,266,90,85,Over 65,Normal,Other,automobile,speeding,Major
4219964,16,weekday,Clear,Daylight,Dry,17.8,0.66,Midblock,No Control,Other,40,661.0,7.0,Natural areas,1197,676,602,Under 15,Normal,Crossing without ROW,transit vehicle,speeding,Major
4223204,17,weekday,Clear,Daylight,Dry,23.6,0.4,Intersection,No Control,Major Arterial,60,48.0,17.0,Parks,511,198,172,45 to 64,Distracted,Crossing with ROW and no control,automobile,speeding,Major
4213824,15,weekday,Clear,Daylight,Dry,29.4,0.58,Intersection,No Control,Major Arterial,60,567.0,123.0,Residential,741,387,353,Over 65,Distracted,Crossing without ROW,automobile,speeding,Major
4223729,13,weekday,Clear,Daylight,Dry,29.7,0.56,Midblock,No Control,Major Arterial,60,781.0,113.0,Institutional,2204,709,682,45 to 64,Distracted,Other,automobile,speeding,Major
